,number,price,currency
3073,7329,0.45,ETH
3074,3795,8.5,ETH
3075,6139,1.35,ETH
3076,9833,0.81,ETH
3077,7900,0.02,ETH
3078,4322,0.12,ETH
3079,819,0.949,ETH
3080,8454,0.088,ETH
3081,6931,8.99,ETH
3082,3430,4.38,ETH
3083,4316,9.5,ETH
3084,3177,0.1,ETH
3085,8381,7.38,WETH
3086,3674,1.2,ETH
3087,3914,4.5,ETH
3088,4886,116.29,ETH
3089,6176,0.722,ETH
3090,8962,12.47,ETH
3091,5875,15.0,ETH
3092,9883,8.69,ETH
3093,3770,0.25,ETH
3094,2897,0.55,ETH
3095,8775,4.25,WETH
3096,7877,15.0,ETH
3097,3928,6.0,ETH
3098,5347,9.0,ETH
3099,7630,8.25,ETH
3100,8536,0.795,ETH
3101,7166,1.6,ETH
3102,7359,10.0,ETH
3103,5951,11.75,ETH
3104,4042,3.1,ETH
3105,1188,11.85,ETH
3106,5481,4.89,ETH
3107,5021,0.446,ETH
3108,6021,6.6,ETH
3109,5307,11.87,ETH
3110,2674,7.39,ETH
3111,979,6.0,ETH
3112,6284,6.9,ETH
3113,5507,1.0,ETH
3114,3557,16.99,ETH
3115,9793,8.0,ETH
3116,9847,0.65,ETH
3117,5892,7.0,ETH
3118,1497,0.034,ETH
3119,8980,8.3,ETH
3120,3159,5.2,ETH
3121,5928,9.45,ETH
3122,7937,16.0,ETH
3123,5890,8.9,ETH
3124,9598,13.33,ETH
3125,8993,15.853,WETH
3126,287,12.3195,WETH
3127,3332,14.0,ETH
3128,4637,1.35,ETH
3129,6447,12.0,ETH
3130,1530,5.0,WETH
3131,5973,6.99,ETH
3132,5050,12.95,ETH
3133,2000,10.0,ETH
3134,9071,11.77,ETH
3135,1167,15.0,ETH
3136,8781,16.75,ETH
3137,977,3.99,ETH
3138,6335,0.99,ETH
3139,2677,9.42,ETH
3140,972,1.05,ETH
3141,5479,8.98,ETH
3142,71,4.99,ETH
3143,8289,14.0,ETH
3144,1832,15.0,ETH
3145,1392,1.889,ETH
3146,6105,9.8,ETH
3147,6046,9.6969,ETH
3148,9736,10.25,ETH
3149,6774,9.2,ETH
3150,5864,0.035,ETH
3151,1649,1.111,ETH
3152,6716,6.9,ETH
3153,2887,15.5,ETH
3154,1939,3.8,WETH
3155,5846,4.444,ETH
3156,854,0.8222,ETH
3157,6211,7.5,ETH
3158,4771,1.25,ETH
3159,3119,0.02,ETH
3160,1411,0.699,ETH
3161,1787,1.28,ETH
3162,3023,5.8,ETH
3163,3035,8.0,ETH
3164,7307,0.02,ETH
3165,9822,0.25,ETH
3166,4404,10.97,ETH
3167,8358,14.2,ETH
3168,1058,15.0413,WETH
3169,6195,5.0,ETH
3170,1119,5.9,ETH
3171,1944,10.0,ETH
3172,3607,0.06,ETH
3173,9744,9.85,ETH
3174,9204,0.7,ETH
3175,9153,1.6,ETH
3176,9229,0.55,ETH
3177,8768,9.5,ETH
3178,9249,16.0,ETH
3179,3624,6.648,ETH
3180,9329,0.91,WETH
3181,7665,0.1,ETH
3182,1629,1.9,ETH
3183,2987,8.456,ETH
3184,4573,1.65,ETH
3185,2728,1.65,ETH
3186,8404,0.039,ETH
3187,1061,11.98,ETH
3188,3921,0.48,ETH
3189,5415,1.08,ETH
3190,9825,4.0,ETH
3191,1537,6.9,ETH
3192,3183,0.035,ETH
3193,9513,2.75,ETH
3194,9235,0.3,ETH
3195,7345,7.12,ETH
3196,6268,7.05,ETH
3197,539,2.75,ETH
3198,4039,8.1,ETH
3199,7698,8.5,ETH
3200,9590,9.2,ETH
3201,2846,4.95,ETH
3202,6507,0.85,ETH
3203,3083,8.0,ETH
3204,9509,11.0,ETH
3205,4792,8.01,WETH
3206,2933,0.715,ETH
3207,79,11.1,ETH
3208,1777,0.94,ETH
3209,7916,11.8,ETH
3210,3517,2.0,ETH
3211,6361,5.0,ETH
3212,9728,11.0,ETH
3213,6706,12.89,ETH
3214,9592,9.5,ETH
3215,8563,8.69,ETH
3216,6943,6.9,ETH
3217,7202,1.5,ETH
3218,7180,6.19,ETH
3219,6500,2.99,ETH
3220,911,0.1,ETH
3221,304,0.06,ETH
3222,3916,10.7,ETH
3223,5850,6.5,ETH
3224,7088,10.77,ETH
3225,9767,7.5,ETH
3226,4394,2.1,ETH
3227,2152,0.035,ETH
3228,9924,8.5855,WETH
3229,4188,0.59,ETH
3230,8126,1.6,ETH
3231,1963,4.0,WETH
3232,9114,0.99,ETH
3233,337,0.06,ETH
3234,4447,10.0,ETH
3235,8512,0.75,ETH
3236,3499,4.15,ETH
3237,1195,6.5,ETH
3238,7027,0.29,ETH
3239,4661,8.89,ETH
3240,8105,11.0,ETH
3241,6032,7.1896,ETH
3242,5361,9.0,WETH
3243,4937,9.5,ETH
3244,7471,1.9,ETH
3245,5873,2.3,ETH
3246,7454,12.1999,ETH
3247,2815,0.7,ETH
3248,7147,9.25,ETH
3249,3930,0.85,ETH
3250,1533,45.005,ETH
3251,8554,7.15,ETH
3252,6559,6.695,ETH
3253,6035,0.1,ETH
3254,2975,8.95,ETH
3255,7636,0.0399,ETH
3256,2801,9.0,ETH
3257,31,3.25,ETH
3258,429,0.749,WETH
3259,786,0.665,ETH
3260,2002,12.5,ETH
3261,6075,0.6,WETH
3262,8846,9.99,ETH
3263,7403,0.005,ETH
3264,5440,10.69,ETH
3265,5526,0.235,ETH
3266,4424,1.6,ETH
3267,1656,26.0,ETH
3268,2552,0.94,ETH
3269,6062,0.07,ETH
3270,4741,12.69,ETH
3271,7236,9.39,ETH
3272,1564,7.1,ETH
3273,7226,0.685,ETH
3274,8087,5.5,ETH
3275,5028,9.5,ETH
3276,7235,0.0269,ETH
3277,8442,0.35,ETH
3278,7977,8.99,ETH
3279,973,0.7,ETH
3280,7990,5.0,ETH
3281,4805,16.68,ETH
3282,6869,12.4,ETH
3283,1424,8.1175,WETH
3284,9210,0.8,ETH
3285,3490,0.02,ETH
3286,6555,1.85,ETH
3287,341,0.2,ETH
3288,7253,8.3,ETH
3289,2959,0.066,ETH
3290,3682,1.6,ETH
3291,3656,7.5,ETH
3292,1169,0.086,ETH
3293,534,8.7,ETH
3294,4784,10.0,ETH
3295,2944,8.666,ETH
3296,9819,9.69,ETH
3297,2469,0.9,ETH
3298,3688,4.0,ETH
3299,1386,10.4,ETH
3300,8161,9.99,ETH
3301,5589,10.0,WETH
3302,183,2.3,ETH
3303,3343,13.5,ETH
3304,9185,8.549,ETH
3305,6761,1.7,ETH
3306,4304,7.69,ETH
3307,3800,6.3,ETH
3308,5800,1.3,ETH
3309,9255,7.99,ETH
3310,8809,7.45,ETH
3311,8861,11.0,ETH
3312,6144,0.79,ETH
3313,7574,0.09,ETH
3314,8954,0.026,ETH
3315,5179,0.7391,ETH
3316,8787,0.4,ETH
3317,8689,14.75,ETH
3318,1439,0.02,ETH
3319,8328,13.55,ETH
3320,8100,7.9,ETH
3321,8910,3.6,ETH
3322,3169,1.4,ETH
3323,7477,0.0274,ETH
3324,1024,0.111,WETH
3325,5234,11.0,WETH
3326,681,0.15,ETH
3327,5004,7.4,ETH
3328,6672,12.5,ETH
3329,6224,1.39,ETH
3330,7767,0.02,ETH
3331,2964,0.12,ETH
3332,8600,0.0698,ETH
3333,2808,9.99,ETH
3334,2124,1.88,ETH
3335,4187,0.005,ETH
3336,7379,8.0,ETH
3337,6748,0.89,ETH
3338,327,0.05,ETH
3339,7860,12.89,ETH
3340,6294,0.9,ETH
3341,1376,5.25,ETH
3342,6730,6.9,ETH
3343,8544,0.032,ETH
3344,64,0.022,ETH
3345,8602,0.0328,ETH
3346,5879,8.85,ETH
3347,9696,0.15,ETH
3348,3920,7.5445,WETH
3349,8355,0.85,ETH
3350,1391,15.65,ETH
3351,4994,0.25,ETH
3352,536,7.98,ETH
3353,1200,0.069,ETH
3354,7247,1.449,ETH
3355,5757,16.45,ETH
3356,2727,16.489,ETH
3357,9584,7.899,ETH
3358,4775,5.73,WETH
3359,687,0.8999,ETH
3360,9645,4.2,ETH
3361,1517,7.0384,WETH
3362,5610,9.0,ETH
3363,9246,14.3,ETH
3364,2713,1.5,ETH
3365,1956,2.69,ETH
3366,2437,17.99,ETH
3367,4519,17.499,ETH
3368,3427,2.55,ETH
3369,4432,14.35,ETH
3370,5327,1.0,ETH
3371,5932,0.75,ETH
3372,7892,7.269,ETH
3373,9337,6.85,ETH
3374,9371,0.83,ETH
3375,5826,0.1,ETH
3376,3949,13.561,WETH
3377,4887,7.0,ETH
3378,2344,1.5,ETH
3379,7500,1.984,WETH
3380,7887,7.79,ETH
3381,6734,13.5,ETH
3382,7191,7.15,ETH
3383,2911,0.029,ETH
3384,2317,0.005,ETH
3385,9428,1.2495,ETH
3386,1581,0.04,ETH
3387,7925,9.5,ETH
3388,2531,0.2,ETH
3389,4581,2.0,ETH
3390,6411,2.69,ETH
3391,9829,9.0,ETH
3392,6083,0.09,ETH
3393,7752,10.666,ETH
3394,4051,6.9,ETH
3395,4878,0.02,ETH
3396,7787,7.25,ETH
3397,9154,0.65,ETH
3398,6836,0.699,ETH
3399,8531,1.9999,ETH
3400,7747,9.9,ETH
3401,9586,7.25,ETH
3402,3668,0.15,ETH
3403,4153,7.2,ETH
3404,1962,0.8,ETH
3405,7502,5.2,ETH
3406,241,0.9,ETH
3407,2853,6.4,ETH
3408,7171,7.3,ETH
3409,5644,0.05,ETH
3410,5368,8.1,ETH
3411,7315,13.99,ETH
3412,6850,15.5,ETH
3413,2479,11.99,ETH
3414,7218,9.0,ETH
3415,846,4.75,ETH
3416,6614,8.5,ETH
3417,6383,16.7125,WETH
3418,3435,7.5,WETH
3419,2020,10.95,ETH
3420,1162,0.04,ETH
3421,185,0.06,ETH
3422,759,0.129,ETH
3423,1590,8.5,ETH
3424,8003,0.018,ETH
3425,3851,7.5,ETH
3426,9209,3.65,ETH
3427,8022,6.2075,WETH
3428,8193,8.85,ETH
3429,4046,10.69,ETH
3430,3661,3.3155,WETH
3431,2088,5.25,ETH
3432,1041,0.19,ETH
3433,1908,0.6999,ETH
3434,6994,0.4,ETH
3435,7148,14.5,ETH
3436,7627,0.12,ETH
3437,9714,0.8,ETH
3438,3655,14.0,ETH
3439,6492,8.5,ETH
3440,5942,0.4,ETH
3441,8570,0.749,ETH
3442,6379,1.5,ETH
3443,2831,5.9,ETH
3444,8754,1.66,ETH
3445,9917,1.1,ETH
3446,9582,6.6754,WETH
3447,3663,15.0,WETH
3448,4389,8.0,ETH
3449,2556,6.25,ETH
3450,1172,0.09,ETH
3451,4409,0.089,ETH
3452,7563,2.16,ETH
3453,6704,12.0,ETH
3454,4514,10.0,WETH
3455,2597,9.1,ETH
3456,4377,12.6,ETH
3457,8879,8.99,ETH
3458,4725,0.4,ETH
3459,7233,8.0,ETH
3460,5845,13.69,ETH
3461,3763,12.0,ETH
3462,7641,8.5,ETH
3463,5274,6.425,ETH
3464,3913,6.79,ETH
3465,36,12.5,ETH
3466,5778,0.6552,ETH
3467,5227,8.49,ETH
3468,434,0.7,ETH
3469,7650,7.2,ETH
3470,5339,1.679,ETH
3471,6246,6.25,ETH
3472,6262,9.69,ETH
3473,2354,8.19,ETH
3474,35,1.75,ETH
3475,9022,15.0,ETH
3476,8462,7.8,ETH
3477,2982,12.0,ETH
3478,1928,0.02,ETH
3479,9039,9.369,ETH
3480,7504,8.0,ETH
3481,8064,8.8,ETH
3482,9330,0.911,ETH
3483,2993,0.09,ETH
3484,5550,8.0,ETH
3485,6592,0.025,ETH
3486,4232,7.349,ETH
3487,7711,2.0,ETH
3488,5032,15.0,ETH
3489,743,7.9265,WETH
3490,9818,2.0,ETH
3491,4025,0.04,ETH
3492,9085,12.0,ETH
3493,9264,9.99,ETH
3494,3690,6.95,ETH
3495,3055,0.0599,ETH
3496,777,6.7,ETH
3497,3995,1.3,ETH
3498,7178,9.8,ETH
3499,379,16.0,WETH
3500,5598,6.0,ETH
3501,3254,0.02,ETH
3502,3901,13.99,ETH
3503,4532,0.02,ETH
3504,2194,9.0,ETH
3505,1646,7.5,WETH
3506,9779,1.25,ETH
3507,2215,11.5,ETH
3508,812,15.0,ETH
3509,6897,12.0,ETH
3510,6349,0.749,ETH
3511,5832,0.03,ETH
3512,5904,1.98,ETH
3513,6961,9.8,ETH
3514,5408,0.15,ETH
3515,5628,0.03,ETH
3516,4119,0.09,ETH
3517,1378,0.02,ETH
3518,9660,1.88,ETH
3519,2984,0.95,ETH
3520,5754,7.5,ETH
3521,9060,1.85,ETH
3522,9150,0.05,ETH
3523,5772,11.0,ETH
3524,9890,6.75,WETH
3525,5254,10.95,ETH
3526,7408,0.02,ETH
3527,7772,0.02,ETH
3528,6401,14.0,ETH
3529,3082,10.0,ETH
3530,7167,7.69,ETH
3531,24,14.2,ETH
3532,5210,8.0,WETH
3533,6843,7.0,ETH
3534,4031,10.697,ETH
3535,2849,9.0,ETH
3536,3150,0.99,ETH
3537,3660,0.9,ETH
3538,5267,7.0,ETH
3539,3037,0.8,ETH
3540,565,0.065,ETH
3541,4234,7.5,ETH
3542,1935,8.2,ETH
3543,3256,1.0,ETH
3544,4366,2.0,ETH
3545,302,1.0,ETH
3546,7344,8.3,ETH
3547,7581,0.14,ETH
3548,2844,4.0,ETH
3549,9845,5.5,ETH
3550,9840,0.025,ETH
3551,8451,0.42,WETH
3552,712,8.77,ETH
3553,3098,12.0,ETH
3554,5992,0.3,ETH
3555,7280,2.1999,ETH
3556,1719,0.98,ETH
3557,4889,10.5,ETH
3558,2507,3.6,ETH
3559,2879,15.245,ETH
3560,9296,0.079,ETH
3561,6201,10.5,ETH
3562,1297,0.7,ETH
3563,288,6.0,ETH
3564,2182,7.4,ETH
3565,2096,7.36,ETH
3566,7929,0.1,ETH
3567,2967,12.797,WETH
3568,4549,13.5,ETH
3569,6,8.65,ETH
3570,5306,0.1,ETH
3571,984,9.5,ETH
3572,1484,1.35,ETH
3573,1826,1.75,ETH
3574,3856,1.34,ETH
3575,7507,2.1,ETH
3576,6247,8.88,ETH
3577,8468,9.69,ETH
3578,1372,1.65,ETH
3579,1329,0.03,ETH
3580,8245,12.0,ETH
3581,7256,1.4,ETH
3582,1062,6.5,ETH
3583,3353,9.5,ETH
3584,7781,15.9,ETH
3585,8559,9.79,ETH
3586,4933,6.0,ETH
3587,2861,0.12,ETH
3588,5091,13.99,ETH
3589,8406,12.75,ETH
3590,6700,4.8,ETH
3591,2807,9.29,ETH
3592,115,7.77,ETH
3593,9112,9.44,ETH
3594,317,0.06,ETH
3595,276,0.22,ETH
3596,6015,2.0,ETH
3597,2218,0.12,ETH
3598,5459,6.9,ETH
3599,9625,11.0,ETH
3600,6196,5.9953,ETH
3601,9383,6.0,ETH
3602,7989,5.1,ETH
3603,8121,7.84,ETH
3604,8443,0.5,WETH
3605,805,8.25,ETH
3606,8231,5.95,ETH
3607,9474,0.16,ETH
3608,1466,15.3,ETH
3609,824,8.8,ETH
3610,7649,12.0,ETH
3611,6412,1.05,ETH
3612,6940,1.2,ETH
3613,2276,6.95,ETH
3614,6805,8.15,ETH
3615,6187,11.85,ETH
3616,9283,8.62,ETH
3617,2428,0.79,ETH
3618,9508,11.9,ETH
3619,6351,8.4,ETH
3620,7029,0.005,ETH
3621,5044,11.69,ETH
3622,9266,12.69,ETH
3623,4816,0.76,ETH
3624,4656,16.0,ETH
3625,920,9.0,ETH
3626,2043,9.7,ETH
3627,2267,0.035,ETH
3628,5212,4.2,ETH
3629,1198,0.02,ETH
3630,6439,1.6,ETH
3631,7393,11.337,ETH
3632,4023,5.3,ETH
3633,2843,5.3,ETH
3634,5351,0.27,ETH
3635,5266,15.0,ETH
3636,1771,8.969,ETH
3637,50,0.1775,ETH
3638,1922,10.3,ETH
3639,6007,0.64,ETH
3640,3453,2.19,ETH
3641,5726,0.06,ETH
3642,5275,7.49,ETH
3643,325,0.019,ETH
3644,6036,0.03,ETH
3645,7689,0.85,ETH
3646,1487,0.525,ETH
3647,3948,6.99,ETH
3648,5471,0.95,ETH
3649,594,0.666,ETH
3650,9703,0.05,ETH
3651,785,11.25,WETH
3652,9127,0.589,ETH
3653,8622,15.69,ETH
3654,5290,5.9,ETH
3655,3783,1.4,ETH
3656,6297,0.044,ETH
3657,1324,0.02,ETH
3658,4171,2.5,ETH
3659,4561,4.1,ETH
3660,2611,7.0,ETH
3661,2230,0.16,ETH
3662,6109,0.889,ETH
3663,2925,0.0235,ETH
3664,3970,0.8,ETH
3665,893,0.025,ETH
3666,3106,0.02,ETH
3667,5627,1.9,ETH
3668,1189,0.8,ETH
3669,9265,0.29,ETH
3670,5020,14.73,ETH
3671,5855,0.09,ETH
3672,7835,7.5,ETH
3673,3584,11.4,ETH
3674,7409,9.49,ETH
3675,4720,0.735,ETH
3676,5425,8.97,ETH
3677,5742,8.495,ETH
3678,2749,6.5,ETH
3679,3385,1.9998,ETH
3680,7424,9.5,ETH
3681,2819,4.0,ETH
3682,8751,3.69,ETH
3683,1443,12.0,ETH
3684,1210,6.5,ETH
3685,2357,7.8,ETH
3686,9177,2.5,ETH
3687,1915,0.725,ETH
3688,8407,11.989,ETH
3689,7555,0.65,ETH
3690,3120,9.85,ETH
3691,5226,8.69,ETH
3692,1986,0.024,ETH
3693,1088,7.5,ETH
3694,8568,1.11,WETH
3695,6270,3.0,ETH
3696,7618,15.0,ETH
3697,9675,11.47,ETH
3698,5636,0.08,ETH
3699,3229,9.0,ETH
3700,414,0.125,ETH
3701,3764,1.0,ETH
3702,7540,0.14,ETH
3703,5122,0.8,ETH
3704,2307,6.5,ETH
3705,3608,7.0,ETH
3706,7490,7.69,ETH
3707,9446,0.439,ETH
3708,3070,7.0,ETH
3709,5783,9.5,WETH
3710,9320,8.3,ETH
3711,4286,0.69,ETH
3712,1994,0.029,ETH
3713,8895,2.75,ETH
3714,2596,0.69,ETH
3715,3001,11.6942,ETH
3716,2542,0.0825,ETH
3717,1317,0.599,ETH
3718,6966,0.045,WETH
3719,3579,10.5,ETH
3720,9345,7.5,ETH
3721,9843,6.85,ETH
3722,5599,0.12,ETH
3723,1365,0.8399,ETH
3724,3501,12.95,ETH
3725,8582,0.02,ETH
3726,4247,0.0799,ETH
3727,5734,6.5,ETH
3728,9161,3.494,ETH
3729,2541,12.5,ETH
3730,6779,0.5,ETH
3731,3081,5.97,ETH
3732,2958,0.095,ETH
3733,8070,9.0,ETH
3734,7561,9.4,ETH
3735,3426,4.69,ETH
3736,7662,0.689,ETH
3737,2894,6.494,WETH
3738,3259,0.9,ETH
3739,8663,0.025,ETH
3740,3312,1.6,ETH
3741,5695,6.9,ETH
3742,5270,1.2,ETH
3743,3899,8.99,ETH
3744,51,7.3,ETH
3745,7145,3.42,ETH
3746,9730,10.9,ETH
3747,5881,11.9375,WETH
3748,9938,7.2,ETH
3749,4565,0.69,ETH
3750,1018,0.03,ETH
3751,2579,1.25,ETH
3752,6393,8.34,ETH
3753,7579,0.4,ETH
3754,7525,16.0,ETH
3755,5152,0.1,ETH
3756,3181,15.0,ETH
3757,8357,0.99,ETH
3758,673,0.2,ETH
3759,939,14.68,ETH
3760,5317,5.49,ETH
3761,5118,9.4,ETH
3762,5497,0.72,ETH
3763,3154,1.7,ETH
3764,8463,7.5,ETH
3765,7950,11.95,ETH
3766,4040,6.69,ETH
3767,8366,9.22,ETH
3768,8080,9.0,ETH
3769,6544,0.035,ETH
3770,2137,7.5,ETH
3771,5653,6.48,ETH
3772,3686,0.005,ETH
3773,3373,16.5,ETH
3774,173,0.567,ETH
3775,7109,0.0238,ETH
3776,8483,6.98,ETH
3777,6051,3.2,ETH
3778,148,4.7,ETH
3779,4128,1.5,ETH
3780,9720,1.35,ETH
3781,1540,5.99,ETH
3782,3711,16.4,ETH
3783,4819,1.4869,ETH
3784,2824,8.8337,WETH
3785,8305,0.49,ETH
3786,6431,6.9,ETH
3787,4298,9.5,ETH
3788,5405,5.921,WETH
3789,7473,11.73,ETH
3790,1337,5.69,ETH
3791,7030,7.3,ETH
3792,3093,9.0,ETH
3793,5263,0.07,WETH
3794,1021,9.69,ETH
3795,9605,0.024,ETH
3796,7621,14.2295,WETH
3797,1379,0.1,ETH
3798,5492,2.2,ETH
3799,3986,0.86,ETH
3800,7084,1.0,ETH
3801,7285,4.1,ETH
3802,6059,8.5,ETH
3803,9340,0.03,ETH
3804,6818,7.4725,ETH
3805,4191,4.2069,ETH
3806,2209,0.005,ETH
3807,3791,4.8583,ETH
3808,4210,0.847,ETH
3809,6587,8.44,ETH
3810,8863,12.95,ETH
3811,6810,1.337,ETH
3812,9123,0.079,ETH
3813,3981,0.76,ETH
3814,3864,12.0,ETH
3815,758,0.77,ETH
3816,334,14.0,ETH
3817,1842,0.02,ETH
3818,8605,6.85,ETH
3819,3206,0.8121,ETH
3820,2184,7.5,ETH
3821,8798,8.0,ETH
3822,7005,1.8399,ETH
3823,5451,0.479,ETH
3824,389,7.0,WETH
3825,4665,1.65,ETH
3826,1130,6.6,ETH
3827,2495,3.0,ETH
3828,5533,7.99,ETH
3829,4378,8.1,ETH
3830,2341,0.99,ETH
3831,6429,0.65,ETH
3832,9887,7.8,ETH
3833,9869,1.17,ETH
3834,9880,14.0,ETH
3835,78,0.024,ETH
3836,3582,9.2,ETH
3837,330,10.3,WETH
3838,4788,0.66,ETH
3839,7804,0.0328,ETH
3840,3695,0.9,ETH
3841,2678,1.3,ETH
3842,3504,0.4204,ETH
3843,5531,0.125,ETH
3844,3350,9.3,ETH
3845,6078,1.835,ETH
3846,1811,8.0,ETH
3847,1043,0.99,ETH
3848,8767,4.0,WETH
3849,9128,0.04,ETH
3850,3236,12.5,ETH
3851,2193,14.5,ETH
3852,8628,1.38,ETH
3853,3331,14.2069,ETH
3854,7445,0.1,ETH
3855,9678,4.39,ETH
3856,2251,3.55,ETH
3857,5579,1.595,ETH
3858,3705,0.11,ETH
3859,6683,1.5,ETH
3860,6715,10.0,ETH
3861,92,9.6,ETH
3862,985,6.95,ETH
3863,5170,7.5,WETH
3864,6685,0.93,ETH
3865,2272,0.035,ETH
3866,8196,4.5,ETH
3867,1593,11.0,WETH
3868,5518,0.0889,ETH
3869,1509,1.0,ETH
3870,615,0.52,ETH
3871,4262,6.89,ETH
3872,7896,0.8,ETH
3873,5746,1.8,ETH
3874,4226,5.9,ETH
3875,9226,9.0,ETH
3876,9332,0.5,ETH
3877,6554,3.25,ETH
3878,4651,9.899,ETH
3879,3828,6.0,ETH
3880,1013,2.0,ETH
3881,3971,13.0,ETH
3882,7799,5.25,ETH
3883,3950,6.9,ETH
3884,5841,1.3,ETH
3885,1724,9.5,ETH
3886,9373,2.2,ETH
3887,8317,0.04,ETH
3888,6285,0.51,ETH
3889,8871,12.7,ETH
3890,892,15.0,ETH
3891,8646,1.15,ETH
3892,2014,4.77,ETH
3893,3400,6.49,ETH
3894,7017,0.88,ETH
3895,8992,6.303,WETH
3896,7321,0.69,ETH
3897,1476,8.59,ETH
3898,9228,3.79,ETH
3899,6904,5.5,ETH
3900,3538,16.6,ETH
3901,711,6.9,ETH
3902,7512,12.0,ETH
3903,1541,1.01,ETH
3904,5756,9.5,WETH
3905,6449,1.7,ETH
3906,499,0.023,ETH
3907,6350,0.0289,ETH
3908,9310,1.0,ETH
3909,1980,0.099,ETH
3910,1952,0.045,ETH
3911,7410,6.0,ETH
3912,8397,9.4379,ETH
3913,3689,10.75,ETH
3914,6128,1.79,ETH
3915,7406,10.45,ETH
3916,8588,0.65,ETH
3917,3883,0.005,ETH
3918,7196,1.91,ETH
3919,5088,6.99,ETH
3920,1608,4.99,ETH
3921,4078,7.55,ETH
3922,850,8.1,ETH
3923,2390,8.0,ETH
3924,2155,7.5,ETH
3925,2024,9.4,ETH
3926,452,0.08,ETH
3927,8390,9.37,ETH
3928,1157,0.7,ETH
3929,6586,0.8044,ETH
3930,4393,0.9,ETH
3931,8966,6.4176,WETH
3932,2338,8.35,ETH
3933,8900,0.975,ETH
3934,4542,1.996,ETH
3935,5988,11.69,ETH
3936,1662,7.69,ETH
3937,2799,12.5,ETH
3938,3991,0.5,ETH
3939,9808,8.15,ETH
3940,5289,1.25,ETH
3941,6358,8.34,ETH
3942,454,0.75,ETH
3943,5239,9.9,ETH
3944,8838,0.0237,ETH
3945,1131,2.85,ETH
3946,6942,8.78,ETH
3947,3033,1.19,ETH
3948,4544,0.75,ETH
3949,2901,0.76,ETH
3950,2118,0.5,ETH
3951,932,3.75,ETH
3952,4583,1.79,ETH
3953,4223,0.8,ETH
3954,7265,12.5,ETH
3955,5883,0.65,ETH
3956,5219,8.999,ETH
3957,7367,7.5,ETH
3958,9611,0.67,ETH
3959,1642,8.15,ETH
3960,139,8.251,ETH
3961,7704,15.089,WETH
3962,5792,8.49,ETH
3963,791,1.68,ETH
3964,5959,8.99,ETH
3965,7031,8.0,ETH
3966,351,11.08,ETH
3967,1149,12.0,ETH
3968,4712,7.15,ETH
3969,3058,9.5,ETH
3970,9738,1.85,ETH
3971,1100,7.59,ETH
3972,3594,9.4269,ETH
3973,988,0.688,ETH
3974,7172,3.95,ETH
3975,3758,10.5,ETH
3976,3604,0.79,ETH
3977,455,9.0,ETH
3978,2802,14.95,ETH
3979,2508,0.0218,ETH
3980,1693,5.75,ETH
3981,5402,0.16,ETH
3982,5554,6.8,ETH
3983,343,16.5,ETH
3984,4294,3.19,ETH
3985,4626,0.65,ETH
3986,6649,0.025,ETH
3987,7611,0.99,ETH
3988,3568,1.87,ETH
3989,9170,15.2,ETH
3990,5536,12.8925,WETH
3991,8858,0.094,ETH
3992,790,0.44,ETH
3993,9552,0.7,ETH
3994,5674,8.404,WETH
3995,6422,7.29,ETH
3996,3026,7.28,ETH
3997,4174,8.34,ETH
3998,1281,0.029,ETH
3999,4818,0.175,ETH
4000,1786,8.0,WETH
4001,5061,0.69,WETH
4002,3587,10.0,ETH
4003,2026,0.73,ETH
4004,2685,7.5,ETH
4005,7971,8.99,ETH
4006,6111,1.75,ETH
4007,7152,0.44,ETH
4008,8789,0.09,ETH
4009,2558,1.9,ETH
4010,4768,0.005,ETH
4011,8313,8.69,ETH
4012,4615,8.68,ETH
4013,3141,0.03,ETH
4014,5051,1.4,ETH
4015,6910,8.17,ETH
4016,1648,0.125,ETH
4017,9802,4.5555,ETH
4018,2237,7.369,WETH
4019,8841,12.39,ETH
4020,4450,0.08,ETH
4021,5555,0.89,ETH
4022,360,0.05,ETH
4023,7836,0.8,ETH
4024,137,6.5,ETH
4025,5365,0.7,ETH
4026,4584,8.005,ETH
4027,2486,1.4599,ETH
4028,2516,0.06,ETH
4029,9889,9.45,ETH
4030,8961,10.99,ETH
4031,6834,16.9,ETH
4032,4107,5.5,ETH
4033,7291,0.8,ETH
4034,8748,0.4988,ETH
4035,2475,9.2,ETH
4036,2917,10.99,ETH
4037,3452,1.0,ETH
4038,8587,8.88,ETH
4039,6960,1.33,ETH
4040,1431,8.56,ETH
4041,9445,8.0,ETH
4042,1554,3.95,ETH
4043,8316,7.3,ETH
4044,4869,0.5899,ETH
4045,7468,0.09,ETH
4046,7447,1.2,WETH
4047,1817,8.5,ETH
4048,9183,0.8,ETH
4049,461,5.0,WETH
4050,5338,1.69,ETH
4051,2105,7.8,ETH
4052,1723,10.0,ETH
4053,6855,15.0413,WETH
4054,6835,0.025,ETH
4055,8040,0.85,ETH
4056,4938,0.14,ETH
4057,8032,3.29,ETH
4058,9030,5.0,ETH
4059,2356,0.11,ETH
4060,5929,1.19,ETH
4061,5740,0.1,ETH
4062,506,0.022,ETH
4063,9381,0.067,ETH
4064,9583,8.35,ETH
4065,8359,9.3,ETH
4066,6116,6.5,ETH
4067,2217,0.59,ETH
4068,2409,5.499,ETH
4069,7297,6.5,ETH
4070,9351,0.03,ETH
4071,3824,12.5,ETH
4072,48,7.5,ETH
4073,2377,1.3,ETH
