,cat_number,rank,face,face-score,shirt,shirt-score,body,tier,tier-score,hats,hats-score,total
7066,7067,1232,rich,3.6,robe king,118.3,blue cat skin,classy_2,9.4,mullet blonde,58.5,189.9
7067,7068,4327,ditto,0,toga,41.8,blue cat skin,wild_2,4.2,mohawk red,44.5,90.5
7069,7070,341,sunglasses squad,9.1,costume dragon,126.8,blue cat skin,exotic_1,16.0,dutch,113.9,265.8
7070,7071,1173,face face,9.1,costume hotdog,108.3,blue cat skin,classy_2,9.4,cowboy black,66.7,193.6
7071,7072,9899,ditto,0,overalls blue,0,blue cat skin,cool_2,5,beret green,5.4,5.4
7073,7074,1970,glasses,4.8,gown white,95.4,blue cat skin,wild_2,4.2,mullet brown,57.5,161.9
7074,7075,3197,mononoke,4.5,shirt white,10.6,blue cat skin,wild_2,4.2,knight blue,93.5,112.8
7075,7076,5024,ditto,0,sweater orange,8.0,blue cat skin,wild_1,1.9,beanie blue,59.4,69.3
7076,7077,7075,derp,3.5,ninja blue,34.9,blue cat skin,cool_2,5,hat white,5,38.4
7077,7078,2113,sunglasses heart,3.0,viking brown,73.7,blue cat skin,classy_2,9.4,ninja black,69.0,155.2
7078,7079,3024,face face,9.1,buttondown black flannel,3.0,blue cat skin,wild_2,4.2,tvhead purple,103.0,119.3
7079,7080,6825,three eyes,1.6,sweater pink,39.7,blue cat skin,wild_1,1.9,headband blue,4.2,47.3
7080,7081,2710,ditto,0,tanktop tattoo,34.9,blue cat skin,classy_1,6.2,halo,90.1,131.2
7081,7082,3647,uwu,5.0,tshirt metal,41.1,blue cat skin,wild_1,1.9,helm army,54.8,102.8
7082,7083,3250,three eyes,1.6,tshirt white,53.8,blue cat skin,wild_2,4.2,ninja blue,51.4,110.9
7083,7084,4970,glasses,4.8,shirt white,10.6,blue cat skin,cool_2,5,bucket hat white,54.8,70.3
7084,7085,2547,sunglasses cool,10.0,nurse,115.7,blue cat skin,wild_1,1.9,flower blue,9.5,137.1
7085,7086,9433,double face,3.8,shirt yellow,4.4,blue cat skin,cool_2,5,antlers,3.5,11.7
7086,7087,3323,grin,5.4,baseball red,47.4,blue cat skin,wild_1,1.9,sunhat black,53.9,108.6
7087,7088,4268,pixel,5.6,sweater orange,8.0,blue cat skin,wild_1,1.9,bow,76.6,92.0
7088,7089,5660,happy cute,8.9,bandana green,4.4,blue cat skin,cool_2,5,beret pink,46.7,60.0
7089,7090,2159,three eyes,1.6,punk,108.3,blue cat skin,classy_1,6.2,cowboy brown,36.9,152.9
7090,7091,3265,stunned,2.8,epaulette black,101.6,blue cat skin,wild_1,1.9,headband blue,4.2,110.5
7091,7092,1285,rich,3.6,overalls red,84.5,blue cat skin,classy_2,9.4,halo,90.1,187.6
7092,7093,1803,beard pirate,0.8,pirate black,69.7,blue cat skin,classy_2,9.4,horns,88.4,168.4
7093,7094,8732,smirk,6.3,tshirt green,7.7,blue cat skin,cool_1,1.2,hat white,5,15.2
7094,7095,7612,tired,5.9,shirt yellow,4.4,blue cat skin,cool_1,1.2,wreath,9.5,21.0
7096,7097,305,beard brown,5.4,deepsea orange,132.9,blue cat skin,exotic_1,16.0,crown gold,118.8,273.0
7097,7098,2631,grin,5.4,knight leather,81.2,blue cat skin,wild_2,4.2,hat skull,43.2,133.9
7098,7099,7171,glossy,9.6,shirt white,10.6,blue cat skin,cool_1,1.2,headband blue,4.2,25.6
7099,7100,747,sunglasses cowboy,7.3,ninja black,84.5,blue cat skin,classy_2,9.4,admiral pink,118.8,220.0
7100,7101,2534,double face,3.8,hoodie red,79.7,blue cat skin,classy_1,6.2,afro brown,48.2,137.8
7101,7102,8943,sunglasses blue,3.2,robe blue,0.4,blue cat skin,cool_1,1.2,wreath,9.5,14.2
7102,7103,949,beard tan,10.2,nurse,115.7,blue cat skin,wild_2,4.2,wreath flowers,75.2,205.4
7103,7104,2164,derp,3.5,punk,108.3,blue cat skin,wild_2,4.2,cowboy brown,36.9,152.8
7104,7105,1831,sunglasses cowboy,7.3,tanktop tattoo,34.9,blue cat skin,classy_1,6.2,crown gold,118.8,167.1
7105,7106,1521,ditto,0,hoodie red,79.7,blue cat skin,classy_2,9.4,halo,90.1,179.2
7106,7107,380,face face,9.1,tiger,113.2,blue cat skin,exotic_1,16.0,crown gold,118.8,257.1
7107,7108,5515,angry,3.5,overalls blue,0,blue cat skin,cool_2,5,mullet blonde,58.5,61.9
7108,7109,4899,pixel,5.6,shirt white,10.6,blue cat skin,cool_2,5,sunhat white,55.7,71.9
7110,7111,148,three eyes,1.6,mononoke,129.8,blue cat skin,exotic_2,62.4,crown fire,126.6,320.4
7111,7112,7188,beard tan,10.2,tshirt yellow,4.4,blue cat skin,cool_1,1.2,flower blue,9.5,25.3
7112,7113,850,mononoke,4.5,punk,108.3,blue cat skin,classy_2,9.4,helm biker,90.1,212.3
7113,7114,2876,sunglasses cool,10.0,tshirt white,53.8,blue cat skin,wild_1,1.9,beanie blue,59.4,125.1
7114,7115,2538,owo,3.5,lederhosen,75.2,blue cat skin,wild_2,4.2,bucket hat white,54.8,137.6
7116,7117,8897,glasses,4.8,work blue,5.1,blue cat skin,cool_1,1.2,mohawk green,3.3,14.5
7117,7118,9491,sunglasses heart,3.0,buttondown green,0.2,blue cat skin,cool_2,5,piercings,8.1,11.3
7118,7119,5538,beard tan,10.2,tanktop sailor blue,41.8,blue cat skin,cool_2,5,wreath,9.5,61.6
7119,7120,6979,glasses,4.8,overalls flannel,35.6,blue cat skin,cool_2,5,apple,4.0,44.5
7120,7121,3328,sunglasses yellow,8.5,buttondown red flannel,43.4,blue cat skin,wild_1,1.9,helm army,54.8,108.5
7121,7122,1090,ninja black,7.5,baseball blue,38.9,blue cat skin,classy_1,6.2,deepsea bronze,145.0,197.6
7122,7123,3109,mononoke,4.5,epaulette black,101.6,blue cat skin,wild_2,4.2,mohawk purple,5.6,115.8
7123,7124,9819,angry cute,2.4,overalls blue,0,blue cat skin,cool_1,1.2,headband blue,4.2,7.8
7124,7125,3574,derp,3.5,bandana purple,3.0,blue cat skin,wild_1,1.9,astro,95.3,103.6
7125,7126,7969,sunglasses pixel,5.8,tanktop orange,7.7,blue cat skin,cool_2,5,beret green,5.4,18.9
7126,7127,7664,glossy,9.6,robe blue,0.4,blue cat skin,cool_1,1.2,wreath,9.5,20.7
7127,7128,7330,sunglasses yellow,8.5,bandana green,4.4,blue cat skin,cool_1,1.2,beret red,9.3,23.3
7128,7129,4695,smirk,6.3,pirate black,69.7,blue cat skin,wild_1,1.9,bucket hat green,3.0,80.8
7129,7130,3278,mummy,0.7,winter blue,46.6,blue cat skin,wild_2,4.2,mullet blonde,58.5,109.9
7130,7131,5803,happy,6.7,buttondown green,0.2,blue cat skin,cool_2,5,hat visor blue,51.4,58.3
7131,7132,995,zombie,1.1,ninja black,84.5,blue cat skin,classy_2,9.4,helm bronze,107.2,202.2
7132,7133,5353,tired,5.9,work red,3.4,blue cat skin,cool_2,5,helm army,54.8,64.2
7133,7134,8548,sunglasses blue,3.2,robe red,5.1,blue cat skin,cool_1,1.2,headband red,6.6,16.1
7134,7135,7757,ninja red,5.8,shirt yellow,4.4,blue cat skin,cool_1,1.2,arrowhead,8.8,20.1
7136,7137,6228,ditto,0,bandana red,0.6,blue cat skin,wild_1,1.9,hat visor blue,51.4,53.8
7137,7138,2328,unamused,2.0,overalls pink,60.0,blue cat skin,classy_1,6.2,tvhead grey,76.6,144.8
7138,7139,7789,face face,9.1,bandana purple,3.0,blue cat skin,cool_1,1.2,headband red,6.6,19.9
7139,7140,459,tired,5.9,epaulette red,106.0,blue cat skin,exotic_1,16.0,crown gold,118.8,246.7
7140,7141,7778,shocked,7.5,sweater orange,8.0,blue cat skin,cool_1,1.2,mohawk green,3.3,20.0
7141,7142,6741,beard brown,5.4,tanktop sailor red,39.7,blue cat skin,cool_2,5,antlers,3.5,48.5
7142,7143,2275,wink,7.7,tanktop sailor blue,41.8,blue cat skin,wild_2,4.2,knight blue,93.5,147.2
7143,7144,3011,beard pirate,0.8,tanktop sailor red,39.7,blue cat skin,wild_2,4.2,wreath flowers,75.2,119.9
7144,7145,4908,beard brown,5.4,tanktop orange,7.7,blue cat skin,cool_2,5,mullet blonde,58.5,71.6
7145,7146,861,glasses funny,4.2,knight black,139.5,blue cat skin,classy_2,9.4,mullet blonde,58.5,211.5
7146,7147,4297,beard brown,5.4,robe blue,0.4,blue cat skin,wild_1,1.9,pirate black,83.7,91.4
7147,7148,4461,glasses,4.8,bandana green,4.4,blue cat skin,wild_1,1.9,prince,76.6,87.7
7148,7149,5390,ninja blue,4.5,shirt yellow,4.4,blue cat skin,cool_2,5,helm army,54.8,63.7
7149,7150,1627,mononoke,4.5,ninja black,84.5,blue cat skin,classy_2,9.4,prince,76.6,175.0
7150,7151,6381,sunglasses pixel,5.8,tanktop orange,7.7,blue cat skin,wild_1,1.9,cowboy brown,36.9,52.2
7151,7152,5192,dizzy,4.8,bandana green,4.4,blue cat skin,cool_2,5,afro black,57.5,66.7
7152,7153,6880,angry,3.5,sweater pink,39.7,blue cat skin,cool_2,5,antlers,3.5,46.6
7153,7154,7137,shocked,7.5,tshirt red,5.1,blue cat skin,cool_1,1.2,beanie orange,12.8,26.6
7154,7155,247,sunglasses squad,9.1,costume gorilla,166.9,blue cat skin,exotic_1,16.0,astro,95.3,287.3
7155,7156,6098,happy,6.7,buttondown green,0.2,blue cat skin,cool_2,5,afro brown,48.2,55.1
7156,7157,8091,pixel,5.6,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,beret green,5.4,18.3
7157,7158,2187,three eyes,1.6,overalls pink,60.0,blue cat skin,classy_2,9.4,nurse,80.8,151.8
7158,7159,7421,wink,7.7,buttondown tan,8.6,blue cat skin,cool_1,1.2,hat visor yellow,5.0,22.4
7159,7160,6537,ninja red,5.8,sweater pink,39.7,blue cat skin,cool_2,5,flower red,5.4,50.8
7161,7162,8792,wink,7.7,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,hat white,5,15.0
7162,7163,5995,beard tan,10.2,ninja red,37.6,blue cat skin,cool_2,5,flower pink,8.4,56.2
7164,7165,81,tvface 404,414.6,tshirt red,5.1,blue cat skin,wild_2,4.2,tvhead grey,76.6,500.5
7165,7166,4099,ninja red,5.8,overalls blue,0,blue cat skin,wild_2,4.2,halo fire,85.2,95.1
7166,7167,4604,unamused,2.0,labcoat,38.2,blue cat skin,wild_1,1.9,sunhat tan,41.8,84.0
7167,7168,8319,derp,3.5,shirt yellow,4.4,blue cat skin,cool_1,1.2,piercings,8.1,17.2
7168,7169,5702,face face,9.1,winter blue,46.6,blue cat skin,cool_2,5,bucket hat tan,3.7,59.4
7169,7170,6572,angry,3.5,robe red,5.1,blue cat skin,cool_2,5,sunhat tan,41.8,50.4
7170,7171,4501,sunglasses yellow,8.5,tshirt yellow,4.4,blue cat skin,cool_2,5,ninja red,74.0,86.8
7171,7172,5118,sunglasses cowboy,7.3,robe red,5.1,blue cat skin,cool_2,5,sunhat white,55.7,68.1
7172,7173,1342,ditto,0,gown white,95.4,blue cat skin,classy_2,9.4,nurse,80.8,185.6
7173,7174,3263,grin,5.4,tanktop white,3.9,blue cat skin,wild_2,4.2,admiral,97.2,110.6
7174,7175,5856,zombie,1.1,toga,41.8,blue cat skin,wild_1,1.9,beanie orange,12.8,57.6
7176,7177,3805,derp,3.5,overalls flannel,35.6,blue cat skin,wild_1,1.9,beanie blue,59.4,100.3
7177,7178,4602,sunglasses cowboy,7.3,tanktop pink,5.9,blue cat skin,wild_1,1.9,knight red,69.0,84.1
7178,7179,6448,ninja black,7.5,ninja red,37.6,blue cat skin,cool_2,5,headband red,6.6,51.7
7179,7180,4245,unamused,2.0,toga,41.8,blue cat skin,wild_1,1.9,beret black,46.7,92.4
7180,7181,7116,glasses funny,4.2,shirt white,10.6,blue cat skin,cool_2,5,beanie orange,12.8,27.6
7181,7182,399,shocked,7.5,combat green,123.9,blue cat skin,exotic_1,16.0,astro cheeks,107.2,254.5
7182,7183,257,face face,9.1,monk,110.7,blue cat skin,exotic_1,16.0,costume dragon,148.5,284.4
7183,7184,3578,sunglasses cowboy,7.3,bandana green,4.4,blue cat skin,wild_1,1.9,bucket hat blue,90.1,103.6
7184,7185,2990,three eyes,1.6,sweater pink,39.7,blue cat skin,wild_2,4.2,wreath flowers,75.2,120.6
7185,7186,7661,sunglasses squad,9.1,buttondown tan,8.6,blue cat skin,cool_2,5,bucket hat green,3.0,20.7
7186,7187,1787,face face,9.1,tanktop sailor blue,41.8,blue cat skin,wild_2,4.2,helm silver,113.9,169.0
7187,7188,3363,sunglasses yellow,8.5,ninja black,84.5,blue cat skin,wild_1,1.9,beanie orange,12.8,107.6
7188,7189,1610,happy cute,8.9,overalls yellow,60.0,blue cat skin,classy_2,9.4,admiral,97.2,175.5
7189,7190,9808,sunglasses heart,3.0,overalls blue,0,blue cat skin,cool_2,5,hat visor yellow,5.0,8.0
7190,7191,4469,ninja blue,4.5,tanktop orange,7.7,blue cat skin,cool_2,5,wreath flowers,75.2,87.5
7191,7192,1134,sunglasses cowboy,7.3,hoodie red,79.7,blue cat skin,classy_2,9.4,tvhead white,99.0,195.4
7192,7193,1798,tired,5.9,cowboy black,84.5,blue cat skin,wild_2,4.2,ninja red,74.0,168.5
7193,7194,7615,ninja red,5.8,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,beanie red,7.9,21.0
7195,7196,5121,angry,3.5,tshirt red,5.1,blue cat skin,cool_2,5,beanie blue,59.4,68.0
7196,7197,6088,sunglasses blue,3.2,robe white,46.6,blue cat skin,cool_2,5,beret green,5.4,55.1
7198,7199,3244,glossy,9.6,chain,48.3,blue cat skin,wild_1,1.9,hat visor blue,51.4,111.1
7199,7200,520,sunglasses pixel,5.8,costume gorilla,166.9,blue cat skin,classy_2,9.4,afro black,57.5,239.6
7200,7201,6333,double face,3.8,ninja red,37.6,blue cat skin,wild_1,1.9,flower blue,9.5,52.7
7201,7202,4233,glasses funny,4.2,ninja red,37.6,blue cat skin,wild_2,4.2,beret pink,46.7,92.6
7202,7203,7631,glossy,9.6,work blue,5.1,blue cat skin,cool_1,1.2,hat visor yellow,5.0,20.9
7203,7204,6528,angry,3.5,tanktop sailor blue,41.8,blue cat skin,cool_2,5,candle,5.6,50.9
7204,7205,8623,owo,3.5,bandana green,4.4,blue cat skin,cool_1,1.2,headband red,6.6,15.7
7205,7206,6942,mummy,0.7,tanktop sailor red,39.7,blue cat skin,wild_1,1.9,mohawk green,3.3,45.5
7206,7207,3569,angry scar,6.3,overalls red,84.5,blue cat skin,wild_2,4.2,arrowhead,8.8,103.8
7207,7208,5647,beard brown,5.4,sweater black,54.8,blue cat skin,cool_2,5,hat white,5,60.2
7208,7209,6759,ninja blue,4.5,ninja blue,34.9,blue cat skin,cool_2,5,arrowhead,8.8,48.2
7209,7210,6526,grin,5.4,tanktop sailor black,42.6,blue cat skin,cool_2,5,bucket hat green,3.0,51.0
7210,7211,9358,beard brown,5.4,buttondown green,0.2,blue cat skin,cool_1,1.2,flower red,5.4,12.2
7211,7212,6375,sunglasses heart,3.0,toga,41.8,blue cat skin,wild_1,1.9,candle,5.6,52.3
7212,7213,2191,face face,9.1,ninja black,84.5,blue cat skin,wild_2,4.2,sunhat black,53.9,151.7
7213,7214,3588,glasses,4.8,tshirt metal,41.1,blue cat skin,wild_1,1.9,sunhat white,55.7,103.5
7214,7215,3371,wink,7.7,tshirt green,7.7,blue cat skin,wild_1,1.9,halo,90.1,107.4
7215,7216,5723,glasses,4.8,buttondown blue flannel,6.1,blue cat skin,cool_2,5,afro brown,48.2,59.2
7216,7217,6855,mononoke,4.5,overalls flannel,35.6,blue cat skin,wild_1,1.9,hat visor yellow,5.0,46.9
7217,7218,4444,glossy,9.6,overalls blue,0,blue cat skin,wild_1,1.9,prince,76.6,88.0
7218,7219,5582,sunglasses cowboy,7.3,chain,48.3,blue cat skin,cool_2,5,beret green,5.4,61.0
7219,7220,3987,sunglasses cool,10.0,buttondown red flannel,43.4,blue cat skin,wild_1,1.9,sunhat tan,41.8,97.1
7220,7221,2693,sunglasses yellow,8.5,nurse,115.7,blue cat skin,wild_1,1.9,mohawk purple,5.6,131.7
7221,7222,6690,sunglasses yellow,8.5,tshirt blue,32.5,blue cat skin,cool_2,5,piercings,8.1,49.1
7222,7223,9470,angry cute,2.4,bandana purple,3.0,blue cat skin,cool_1,1.2,hat visor yellow,5.0,11.5
7223,7224,7187,sunglasses cool,10.0,shirt white,10.6,blue cat skin,cool_1,1.2,antlers,3.5,25.3
7224,7225,6103,grin,5.4,shirt bowtie,40.4,blue cat skin,cool_2,5,beret red,9.3,55.0
7225,7226,4292,grin,5.4,ninja red,37.6,blue cat skin,wild_1,1.9,beret pink,46.7,91.5
7226,7227,2681,zombie,1.1,knight,87.9,blue cat skin,classy_1,6.2,cowboy brown,36.9,132.1
7227,7228,8661,glasses,4.8,tanktop white,3.9,blue cat skin,cool_1,1.2,mohawk purple,5.6,15.5
7229,7230,3673,zombie,1.1,overalls flannel,35.6,blue cat skin,wild_2,4.2,sushi,61.4,102.3
7230,7231,9602,smirk,6.3,bandana purple,3.0,blue cat skin,cool_1,1.2,hat white,5,10.5
7231,7232,3160,face face,9.1,tanktop sailor blue,41.8,blue cat skin,wild_1,1.9,hat black,61.4,114.2
7233,7234,9052,zombie,1.1,buttondown tan,8.6,blue cat skin,cool_2,5,apple,4.0,13.8
7234,7235,4301,hearts,4.2,chain,48.3,blue cat skin,wild_1,1.9,cowboy brown,36.9,91.2
7235,7236,4298,beard pirate,0.8,tanktop sailor red,39.7,blue cat skin,wild_2,4.2,beret pink,46.7,91.3
7236,7237,2099,tired,5.9,ninja black,84.5,blue cat skin,wild_2,4.2,hat black,61.4,156.0
7238,7239,9066,happy,6.7,buttondown green,0.2,blue cat skin,cool_1,1.2,mohawk purple,5.6,13.7
7239,7240,9339,owo,3.5,tshirt pink,3.9,blue cat skin,cool_1,1.2,bucket hat tan,3.7,12.2
7240,7241,856,double face,3.8,winter blue,46.6,blue cat skin,classy_2,9.4,knight black,152.1,212.0
7241,7242,6466,ditto,0,buttondown black flannel,3.0,blue cat skin,wild_1,1.9,beret pink,46.7,51.5
7242,7243,5518,stunned,2.8,sweater black,54.8,blue cat skin,cool_2,5,headband blue,4.2,61.9
7243,7244,3100,angry cute,2.4,epaulette red,106.0,blue cat skin,wild_2,4.2,bucket hat tan,3.7,116.2
7244,7245,6478,happy cute,8.9,baseball blue,38.9,blue cat skin,cool_2,5,antlers,3.5,51.4
7245,7246,2486,zombie,1.1,tanktop sailor blue,41.8,blue cat skin,classy_1,6.2,helm biker,90.1,139.2
7247,7248,1518,three eyes,1.6,overalls red,84.5,blue cat skin,classy_2,9.4,pirate black,83.7,179.2
7248,7249,1805,angry,3.5,combat black,110.7,blue cat skin,classy_2,9.4,visor green,44.5,168.1
7250,7251,534,dizzy,4.8,deepsea bronze,118.3,blue cat skin,exotic_1,16.0,tvhead white,99.0,238.2
7251,7252,3713,tired,5.9,tshirt pink,3.9,blue cat skin,wild_1,1.9,bucket hat blue,90.1,101.8
7252,7253,4331,grin,5.4,hoodie red,79.7,blue cat skin,wild_1,1.9,antlers,3.5,90.4
7253,7254,7528,sunglasses cool,10.0,hoodie purple,6.4,blue cat skin,cool_1,1.2,apple,4.0,21.6
7254,7255,3040,angry,3.5,epaulette red,106.0,blue cat skin,wild_2,4.2,hat visor yellow,5.0,118.6
7255,7256,4702,ninja blue,4.5,robe red,5.1,blue cat skin,wild_1,1.9,ninja black,69.0,80.5
7256,7257,6132,rich,3.6,hoodie black,42.6,blue cat skin,wild_1,1.9,headband red,6.6,54.7
7257,7258,9876,three eyes,1.6,bandana red,0.6,blue cat skin,cool_2,5,apple,4.0,6.2
7258,7259,5917,smirk,6.3,hoodie black,42.6,blue cat skin,cool_2,5,piercings,8.1,57.0
7259,7260,6955,beard pirate,0.8,labcoat,38.2,blue cat skin,wild_1,1.9,headband blue,4.2,45.2
7260,7261,6901,beard brown,5.4,ninja red,37.6,blue cat skin,cool_2,5,mohawk green,3.3,46.3
7261,7262,2003,beard pirate,0.8,tiger,113.2,blue cat skin,classy_2,9.4,cowboy brown,36.9,160.3
7262,7263,5443,happy cute,8.9,chain,48.3,blue cat skin,cool_2,5,mohawk purple,5.6,62.8
7263,7264,8138,shocked,7.5,tanktop pink,5.9,blue cat skin,cool_1,1.2,antlers,3.5,18.0
7264,7265,5154,pixel,5.6,shirt yellow,4.4,blue cat skin,cool_2,5,afro black,57.5,67.5
7265,7266,3433,three eyes,1.6,baseball blue,38.9,blue cat skin,wild_2,4.2,hat black,61.4,106.1
7266,7267,6038,ninja red,5.8,toga,41.8,blue cat skin,cool_2,5,piercings,8.1,55.7
7267,7268,2607,glossy,9.6,tshirt blue,32.5,blue cat skin,wild_2,4.2,top hat,88.4,134.6
7268,7269,6155,glossy,9.6,sweater orange,8.0,blue cat skin,cool_2,5,cowboy brown,36.9,54.5
7269,7270,152,sunglasses heart,3.0,costume dragon,126.8,blue cat skin,exotic_2,62.4,afro rainbow unicorn,126.6,318.8
7271,7272,3223,hearts,4.2,shirt yellow,4.4,blue cat skin,wild_2,4.2,tvhead white,99.0,111.7
7272,7273,5591,sunglasses blue,3.2,buttondown green,0.2,blue cat skin,cool_2,5,mullet brown,57.5,60.9
7273,7274,7988,hearts,4.2,robe red,5.1,blue cat skin,cool_1,1.2,flower pink,8.4,18.8
7274,7275,3006,sunglasses yellow,8.5,shirt yellow,4.4,blue cat skin,wild_2,4.2,tvhead purple,103.0,120.0
7275,7276,2125,beard brown,5.4,punk,108.3,blue cat skin,wild_2,4.2,cowboy brown,36.9,154.7
7276,7277,6354,shocked,7.5,tanktop sailor red,39.7,blue cat skin,cool_2,5,beret green,5.4,52.5
7277,7278,288,pixel,5.6,costume hotdog,108.3,blue cat skin,exotic_1,16.0,deepsea orange,148.5,278.4
7278,7279,6068,sunglasses pixel,5.8,labcoat,38.2,blue cat skin,wild_1,1.9,flower blue,9.5,55.4
7279,7280,4672,glasses,4.8,pirate black,69.7,blue cat skin,wild_1,1.9,beret green,5.4,81.8
7280,7281,3789,hearts,4.2,winter red,38.9,blue cat skin,wild_1,1.9,sunhat white,55.7,100.6
7281,7282,7918,grin,5.4,buttondown tan,8.6,blue cat skin,cool_1,1.2,apple,4.0,19.2
7282,7283,2974,sunglasses yellow,8.5,tanktop sailor red,39.7,blue cat skin,wild_2,4.2,knight red,69.0,121.3
7283,7284,9243,wink,7.7,bandana red,0.6,blue cat skin,cool_1,1.2,mohawk green,3.3,12.8
7284,7285,4959,ninja red,5.8,overalls pink,60.0,blue cat skin,wild_1,1.9,bucket hat green,3.0,70.6
7285,7286,8854,unamused,2.0,tanktop pink,5.9,blue cat skin,cool_1,1.2,candle,5.6,14.7
7286,7287,86,tvface xp,331.0,tanktop sailor blue,41.8,blue cat skin,classy_2,9.4,tvhead white,99.0,481.3
7287,7288,4783,grin,5.4,overalls blue,0,blue cat skin,wild_1,1.9,ninja black,69.0,76.3
7288,7289,3816,sunglasses blue,3.2,overalls flannel,35.6,blue cat skin,wild_1,1.9,beanie blue,59.4,100.0
7289,7290,1297,sunglasses squad,9.1,lederhosen,75.2,blue cat skin,classy_2,9.4,goggles seaweed,93.5,187.3
7290,7291,5229,three eyes,1.6,robe red,5.1,blue cat skin,wild_1,1.9,mullet brown,57.5,66.1
7292,7293,8643,stunned,2.8,work red,3.4,blue cat skin,cool_1,1.2,piercings,8.1,15.6
7293,7294,8700,angry,3.5,tshirt red,5.1,blue cat skin,cool_1,1.2,candle,5.6,15.4
7294,7295,5652,pixel,5.6,bandana red,0.6,blue cat skin,cool_2,5,sunhat black,53.9,60.1
7295,7296,449,unamused,2.0,monk,110.7,blue cat skin,exotic_1,16.0,crown black,118.8,247.5
7296,7297,5288,double face,3.8,sweater orange,8.0,blue cat skin,wild_1,1.9,ninja blue,51.4,65.1
7297,7298,2437,zombie,1.1,buttondown red flannel,43.4,blue cat skin,classy_1,6.2,halo,90.1,140.8
7298,7299,710,shocked,7.5,astro orange,115.7,blue cat skin,classy_2,9.4,bucket hat blue,90.1,222.7
7299,7300,8276,beard tan,10.2,robe blue,0.4,blue cat skin,cool_1,1.2,candle,5.6,17.4
7300,7301,136,double face,3.8,deepsea orange,132.9,blue cat skin,exotic_2,62.4,crown fire,126.6,325.8
7301,7302,701,grin,5.4,epaulette white,118.3,blue cat skin,classy_2,9.4,bucket hat blue,90.1,223.2
7302,7303,6728,uwu,5.0,labcoat,38.2,blue cat skin,cool_2,5,flower red,5.4,48.7
7303,7304,8418,tired,5.9,tanktop pink,5.9,blue cat skin,cool_1,1.2,bucket hat tan,3.7,16.7
7304,7305,6872,mononoke,4.5,shirt bowtie,40.4,blue cat skin,wild_1,1.9,hat white,5,46.7
7306,7307,4192,ditto,0,wetsuit,81.2,blue cat skin,wild_2,4.2,beanie red,7.9,93.3
7309,7310,21,tvface 404,414.6,epaulette red,106.0,blue cat skin,exotic_2,62.4,tvhead purple,103.0,686.0
7310,7311,5563,tired,5.9,bandana red,0.6,blue cat skin,cool_2,5,helm army,54.8,61.3
7311,7312,7699,glasses,4.8,tshirt red,5.1,blue cat skin,cool_1,1.2,beret red,9.3,20.4
7313,7314,6884,beard brown,5.4,tshirt metal,41.1,blue cat skin,cool_2,5,hat white,5,46.5
7314,7315,4512,sunglasses blue,3.2,work blue,5.1,blue cat skin,wild_1,1.9,tvhead grey,76.6,86.7
7315,7316,2999,ninja blue,4.5,epaulette red,106.0,blue cat skin,wild_2,4.2,candle,5.6,120.2
7316,7317,8778,stunned,2.8,tanktop orange,7.7,blue cat skin,cool_1,1.2,mohawk green,3.3,15.1
7317,7318,5255,dizzy,4.8,tanktop pink,5.9,blue cat skin,cool_2,5,bucket hat white,54.8,65.5
7318,7319,7922,ninja black,7.5,robe red,5.1,blue cat skin,cool_1,1.2,beret green,5.4,19.2
7319,7320,7552,pixel,5.6,tanktop pink,5.9,blue cat skin,cool_1,1.2,arrowhead,8.8,21.4
7320,7321,5096,sunglasses squad,9.1,tshirt white,53.8,blue cat skin,wild_1,1.9,antlers,3.5,68.3
7321,7322,5775,shocked,7.5,bandana green,4.4,blue cat skin,cool_2,5,beret pink,46.7,58.6
7322,7323,9106,mummy,0.7,buttondown blue flannel,6.1,blue cat skin,cool_2,5,headband red,6.6,13.5
7323,7324,8789,beard brown,5.4,tshirt red,5.1,blue cat skin,cool_1,1.2,mohawk green,3.3,15.0
7324,7325,1532,sunglasses squad,9.1,deepsea bronze,118.3,blue cat skin,classy_2,9.4,sunhat tan,41.8,178.7
7325,7326,4371,hearts,4.2,winter red,38.9,blue cat skin,wild_1,1.9,mohawk red,44.5,89.5
7326,7327,7742,face face,9.1,bandana red,0.6,blue cat skin,cool_1,1.2,beret red,9.3,20.2
7327,7328,8585,tired,5.9,bandana red,0.6,blue cat skin,cool_1,1.2,piercings,8.1,15.8
7328,7329,4102,beard pirate,0.8,overalls red,84.5,blue cat skin,wild_2,4.2,mohawk purple,5.6,95.1
7329,7330,8484,rich,3.6,tshirt green,7.7,blue cat skin,cool_2,5,hat visor yellow,5.0,16.4
7330,7331,5932,sunglasses cool,10.0,hoodie black,42.6,blue cat skin,cool_2,5,headband blue,4.2,56.9
7331,7332,5492,sunglasses blue,3.2,work red,3.4,blue cat skin,cool_2,5,sunhat white,55.7,62.3
7332,7333,1362,double face,3.8,wetsuit,81.2,blue cat skin,classy_2,9.4,helm biker,90.1,184.5
7333,7334,9196,stunned,2.8,work red,3.4,blue cat skin,cool_1,1.2,mohawk purple,5.6,13.0
7334,7335,6142,wink,7.7,robe red,5.1,blue cat skin,cool_2,5,sunhat tan,41.8,54.6
