,cat_number,rank,face,face-score,shirt,shirt-score,body,tier,tier-score,hats,hats-score,total,price,currency,dollar-price
6549,8816,2002,shocked,7.5,buttondown green,0.2,blue cat skin,wild_2,4.2,deepsea orange,148.5,160.4,2.5,ETH,7371.174999999999
6550,8822,9882,glasses,4.8,overalls blue,0.0,blue cat skin,cool_1,1.2,hat white,5.0,6.0,7.3,ETH,21523.831
6551,8823,2095,glasses funny,4.2,cowboy black,84.5,blue cat skin,classy_1,6.2,sushi,61.4,156.2,9.99,ETH,29455.2153
6552,8824,7897,grin,5.4,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,headband red,6.6,19.3,10.59,ETH,31224.2973
6553,8826,336,angry scar,6.3,gown white,95.4,blue cat skin,exotic_1,16.0,costume dragon,148.5,266.2,14.0,ETH,41278.579999999994
6554,8828,6133,stunned,2.8,tanktop sailor black,42.6,blue cat skin,cool_2,5.0,beret red,9.3,54.7,11.75,ETH,34644.5225
6555,8829,2753,sunglasses pixel,5.8,tshirt metal,41.1,blue cat skin,classy_1,6.2,bow,76.6,129.6,16.1374,ETH,47580.639778
6556,8835,5452,glasses,4.8,robe blue,0.4,blue cat skin,cool_2,5.0,mullet brown,57.5,62.8,0.8,ETH,2358.776
6557,8837,9873,ditto,0.0,buttondown black flannel,3.0,blue cat skin,cool_2,5.0,mohawk green,3.3,6.3,7.37,ETH,21730.223899999997
6558,8838,5145,beard brown,5.4,tshirt white,53.8,blue cat skin,cool_2,5.0,flower pink,8.4,67.6,0.0237,ETH,69.878739
6559,8840,1399,wink,7.7,deepsea bronze,118.3,blue cat skin,classy_1,6.2,ninja blue,51.4,183.5,0.02,ETH,58.9694
6560,8841,5198,hearts,4.2,tshirt green,7.7,blue cat skin,cool_2,5.0,beanie black,54.8,66.7,12.39,ETH,36531.5433
6561,8844,3475,sunglasses yellow,8.5,overalls flannel,35.6,blue cat skin,wild_1,1.9,beanie blue,59.4,105.4,9.5,WETH,28010.464999999997
6562,8846,4309,angry scar,6.3,lederhosen,75.2,blue cat skin,wild_2,4.2,beret green,5.4,91.0,9.99,ETH,29455.2153
6563,8847,9322,beard pirate,0.8,buttondown blue flannel,6.1,blue cat skin,cool_2,5.0,beret green,5.4,12.4,5.0,ETH,14742.349999999999
6564,8848,951,sunglasses yellow,8.5,monk,110.7,blue cat skin,classy_2,9.4,tvhead grey,76.6,205.2,9.5,WETH,28010.464999999997
6565,8849,410,sunglasses yellow,8.5,punk,108.3,blue cat skin,classy_2,9.4,crown fire,126.6,252.9,8.8291,WETH,26032.336477
6566,8852,6146,sunglasses heart,3.0,overalls blue,0.0,blue cat skin,wild_1,1.9,pirate red,49.8,54.6,8.25,ETH,24324.8775
6567,8853,9124,sunglasses squad,9.1,overalls blue,0.0,blue cat skin,cool_2,5.0,headband blue,4.2,13.4,0.07,ETH,206.3929
6568,8854,6959,angry,3.5,labcoat,38.2,blue cat skin,cool_2,5.0,mohawk green,3.3,45.0,0.03,ETH,88.4541
6569,8857,7522,derp,3.5,tshirt green,7.7,blue cat skin,cool_1,1.2,beret red,9.3,21.7,0.1,ETH,294.847
6570,8859,9227,smirk,6.3,robe blue,0.4,blue cat skin,cool_1,1.2,hat visor yellow,5.0,12.9,0.02,ETH,58.9694
6571,8861,4376,rich,3.6,astro,78.1,blue cat skin,wild_2,4.2,antlers,3.5,89.4,11.0,ETH,32433.17
6572,8862,7120,sunglasses cowboy,7.3,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,beanie orange,12.8,27.4,11.25,ETH,33170.2875
6573,8864,1527,wink,7.7,deepsea bronze,118.3,blue cat skin,classy_1,6.2,beret black,46.7,178.9,0.36,ETH,1061.4491999999998
6574,8867,2174,pixel,5.6,sweater green chain,86.2,blue cat skin,wild_2,4.2,unicorn horn,56.6,152.5,9.5,ETH,28010.464999999997
6575,8868,2363,angry scar,6.3,tanktop sailor black,42.6,blue cat skin,classy_1,6.2,top hat,88.4,143.5,11.97,ETH,35293.1859
6576,8871,5084,happy cute,8.9,bandana purple,3.0,blue cat skin,cool_2,5.0,unicorn horn,56.6,68.5,12.7,ETH,37445.568999999996
6577,8872,1463,glossy,9.6,monk,110.7,blue cat skin,classy_1,6.2,bucket hat white,54.8,181.2,0.55,ETH,1621.6585
6578,8874,1094,stunned,2.8,astro,78.1,blue cat skin,classy_2,9.4,astro cheeks,107.2,197.5,0.1,WETH,294.847
6579,8875,137,zombie,1.1,costume frog,113.2,blue cat skin,exotic_2,62.4,costume frog,148.5,325.2,75.0,ETH,221135.24999999997
6580,8877,3388,glasses,4.8,toga,41.8,blue cat skin,wild_1,1.9,mullet blonde,58.5,107.0,7.7,ETH,22703.218999999997
6581,8878,6473,grin,5.4,toga,41.8,blue cat skin,cool_2,5.0,headband blue,4.2,51.5,2.9,ETH,8550.562999999998
6582,8879,4543,shocked,7.5,sweater pink,39.7,blue cat skin,wild_1,1.9,cowboy brown,36.9,85.9,8.99,ETH,26506.7453
6583,8880,6649,angry cute,2.4,robe blue,0.4,blue cat skin,cool_2,5.0,beret pink,46.7,49.5,7.8,ETH,22998.066
6584,8883,3930,face face,9.1,winter red,38.9,blue cat skin,wild_1,1.9,afro brown,48.2,98.1,10.9,ETH,32138.323
6585,8884,9022,pixel,5.6,work red,3.4,blue cat skin,cool_1,1.2,bucket hat tan,3.7,13.9,4.1,ETH,12088.726999999999
6586,8885,1341,three eyes,1.6,costume frog,113.2,blue cat skin,classy_2,9.4,hat black,61.4,185.6,0.1999,ETH,589.399153
6587,8886,199,angry scar,6.3,monk,110.7,blue cat skin,exotic_2,62.4,crown gold,118.8,298.2,2.505,ETH,7385.917349999999
6588,8888,3492,sunglasses cool,10.0,robe white,46.6,blue cat skin,wild_1,1.9,beret black,46.7,105.2,1.99,ETH,5867.4553
6589,8891,8977,glasses,4.8,bandana green,4.4,blue cat skin,cool_1,1.2,bucket hat tan,3.7,14.1,0.69,ETH,2034.4442999999997
6590,8892,8266,sunglasses pixel,5.8,sweater orange,8.0,blue cat skin,cool_2,5.0,bucket hat tan,3.7,17.4,2.5,ETH,7371.174999999999
6591,8894,791,zombie,1.1,epaulette white,118.3,blue cat skin,exotic_1,16.0,nurse,80.8,216.2,7.9,ETH,23292.913
6592,8896,3897,uwu,5.0,gown purple,86.2,blue cat skin,wild_1,1.9,mohawk purple,5.6,98.7,1.0,WETH,2948.47
6593,8897,9024,derp,3.5,robe blue,0.4,blue cat skin,cool_1,1.2,arrowhead,8.8,13.9,6.0,ETH,17690.82
6594,8898,2408,sunglasses yellow,8.5,gown purple,86.2,blue cat skin,wild_2,4.2,hat skull,43.2,142.0,8.0,ETH,23587.76
6595,8899,1777,unamused,2.0,tshirt white,53.8,blue cat skin,classy_1,6.2,visor purple,107.2,169.2,25.0,ETH,73711.75
6596,8900,5140,hearts,4.2,tshirt red,5.1,blue cat skin,cool_2,5.0,mullet blonde,58.5,67.7,0.975,ETH,2874.75825
6597,8903,8560,dizzy,4.8,bandana green,4.4,blue cat skin,cool_1,1.2,mohawk purple,5.6,16.0,0.4,ETH,1179.388
6598,8905,3573,double face,3.8,sweater green chain,86.2,blue cat skin,wild_2,4.2,flower blue,9.5,103.7,16.0,ETH,47175.52
6599,8906,9536,zombie,1.1,buttondown blue flannel,6.1,blue cat skin,cool_2,5.0,bucket hat tan,3.7,11.0,6.5656,WETH,19358.474631999998
6600,8907,1104,pixel,5.6,costume dragon,126.8,blue cat skin,classy_1,6.2,mullet blonde,58.5,196.9,10.9,ETH,32138.323
6601,8908,3778,sunglasses yellow,8.5,overalls flannel,35.6,blue cat skin,wild_1,1.9,beanie black,54.8,100.7,0.12,ETH,353.8164
6602,8909,1574,derp,3.5,punk,108.3,blue cat skin,wild_2,4.2,sushi,61.4,177.4,19.99,ETH,58939.91529999999
6603,8910,4387,beard brown,5.4,buttondown tan,8.6,blue cat skin,cool_2,5.0,wreath flowers,75.2,89.2,3.6,ETH,10614.492
6604,8911,6056,glasses,4.8,tshirt metal,41.1,blue cat skin,cool_2,5.0,wreath,9.5,55.5,0.1,ETH,294.847
6605,8912,2303,grin,5.4,knight,87.9,blue cat skin,wild_2,4.2,afro brown,48.2,145.7,8.99,ETH,26506.7453
6606,8913,5884,glasses funny,4.2,overalls blue,0.0,blue cat skin,wild_1,1.9,hat visor blue,51.4,57.4,0.7,ETH,2063.9289999999996
6607,8914,2994,ninja black,7.5,tanktop white,3.9,blue cat skin,wild_1,1.9,helm bronze,107.2,120.4,7.99,ETH,23558.275299999998
6608,8915,1663,hearts,4.2,robe king,118.3,blue cat skin,classy_1,6.2,mohawk red,44.5,173.2,16.5,ETH,48649.755
6609,8916,3560,three eyes,1.6,tanktop sailor red,39.7,blue cat skin,wild_2,4.2,mullet blonde,58.5,103.8,6.75,ETH,19902.172499999997
6610,8917,9348,dizzy,4.8,bandana red,0.6,blue cat skin,cool_1,1.2,mohawk purple,5.6,12.2,8.6499,ETH,25503.970653
6611,8918,3866,tired,5.9,tshirt pink,3.9,blue cat skin,wild_2,4.2,halo fire,85.2,99.2,8.48,ETH,25003.0256
6612,8919,6052,grin,5.4,tanktop sailor blue,41.8,blue cat skin,cool_2,5.0,flower pink,8.4,55.6,0.2,ETH,589.694
6613,8920,7949,glasses,4.8,work red,3.4,blue cat skin,cool_1,1.2,wreath,9.5,19.0,0.88,ETH,2594.6535999999996
6614,8921,1961,zombie,1.1,gown white,95.4,blue cat skin,classy_1,6.2,beanie blue,59.4,162.1,7.62,WETH,22467.341399999998
6615,8923,6508,happy,6.7,tanktop tattoo,34.9,blue cat skin,cool_2,5.0,flower blue,9.5,51.1,9.88,ETH,29130.8836
6616,8924,2449,sunglasses heart,3.0,cowboy black,84.5,blue cat skin,classy_1,6.2,beret black,46.7,140.3,8.6,ETH,25356.841999999997
6617,8925,2273,sunglasses pixel,5.8,hoodie red,79.7,blue cat skin,classy_1,6.2,sunhat white,55.7,147.2,11.5,ETH,33907.405
6618,8926,2481,hearts,4.2,cowboy black,84.5,blue cat skin,classy_1,6.2,visor green,44.5,139.3,2.5,ETH,7371.174999999999
6619,8929,7953,sunglasses pixel,5.8,tshirt yellow,4.4,blue cat skin,cool_2,5.0,arrowhead,8.8,18.9,8.25,ETH,24324.8775
6620,8931,8086,hearts,4.2,work red,3.4,blue cat skin,cool_1,1.2,flower blue,9.5,18.3,0.023,ETH,67.81481
6621,8933,9167,sunglasses blue,3.2,tanktop pink,5.9,blue cat skin,cool_1,1.2,bucket hat green,3.0,13.2,5.45,ETH,16069.1615
6622,8934,2585,sunglasses cool,10.0,nurse,115.7,blue cat skin,wild_1,1.9,piercings,8.1,135.7,8.9,ETH,26241.382999999998
6623,8935,7027,angry,3.5,tanktop tattoo,34.9,blue cat skin,cool_2,5.0,apple,4.0,42.5,8.49,ETH,25032.510299999998
6624,8937,362,sunglasses cowboy,7.3,monk,110.7,blue cat skin,exotic_1,16.0,afro rainbow unicorn,126.6,260.6,25.0,ETH,73711.75
6625,8938,3820,angry scar,6.3,sweater pink,39.7,blue cat skin,wild_2,4.2,pirate red,49.8,99.9,7.49,ETH,22084.0403
6626,8939,851,double face,3.8,viking brown,73.7,blue cat skin,exotic_1,16.0,crown black,118.8,212.3,1.8,ETH,5307.246
6627,8941,8973,sunglasses pixel,5.8,overalls blue,0.0,blue cat skin,cool_2,5.0,flower pink,8.4,14.1,0.72,ETH,2122.8983999999996
6628,8942,9516,sunglasses heart,3.0,overalls blue,0.0,blue cat skin,cool_2,5.0,piercings,8.1,11.1,14.0,ETH,41278.579999999994
6629,8943,9864,beard pirate,0.8,robe blue,0.4,blue cat skin,cool_2,5.0,beret green,5.4,6.6,1.0,ETH,2948.47
6630,8945,8890,smirk,6.3,bandana purple,3.0,blue cat skin,cool_1,1.2,apple,4.0,14.5,4.5,WETH,13268.115
6631,8948,2763,owo,3.5,overalls yellow,60.0,blue cat skin,wild_2,4.2,hat black,61.4,129.1,2.1,ETH,6191.787
6632,8949,537,happy cute,8.9,epaulette red,106.0,blue cat skin,exotic_1,16.0,astro cheeks,107.2,238.1,8.9,ETH,26241.382999999998
6633,8950,934,sunglasses yellow,8.5,tanktop sailor red,39.7,blue cat skin,classy_1,6.2,knight black,152.1,206.4,0.4,ETH,1179.388
6634,8951,903,angry cute,2.4,astro orange,115.7,blue cat skin,classy_2,9.4,nurse,80.8,208.2,12.5,ETH,36855.875
6635,8953,4051,ditto,0.0,baseball red,47.4,blue cat skin,wild_2,4.2,mohawk red,44.5,96.1,0.8,ETH,2358.776
6636,8954,4380,stunned,2.8,lederhosen,75.2,blue cat skin,wild_1,1.9,flower blue,9.5,89.3,0.026,ETH,76.66022
6637,8955,8420,glasses funny,4.2,tshirt yellow,4.4,blue cat skin,cool_2,5.0,piercings,8.1,16.7,12.25,ETH,36118.7575
6638,8956,7069,unamused,2.0,ninja blue,34.9,blue cat skin,cool_2,5.0,bucket hat green,3.0,39.9,8.5,ETH,25061.995
6639,8957,457,grin,5.4,robe king,118.3,blue cat skin,exotic_1,16.0,visor purple,107.2,246.9,18.29,WETH,53927.516299999996
6640,8958,5578,grin,5.4,tanktop pink,5.9,blue cat skin,cool_2,5.0,pirate red,49.8,61.0,0.022,ETH,64.86634
6641,8959,2546,sunglasses squad,9.1,lederhosen,75.2,blue cat skin,classy_1,6.2,beret black,46.7,137.2,13.8,ETH,40688.886
6642,8960,3617,beard pirate,0.8,buttondown red flannel,43.4,blue cat skin,wild_2,4.2,helm army,54.8,103.2,7.4,ETH,21818.678
6643,8961,5240,beard brown,5.4,tshirt pink,3.9,blue cat skin,cool_2,5.0,unicorn horn,56.6,65.9,10.99,ETH,32403.685299999997
6644,8964,2791,angry scar,6.3,overalls pink,60.0,blue cat skin,classy_1,6.2,sunhat white,55.7,128.2,16.0,ETH,47175.52
6645,8970,8682,sunglasses cowboy,7.3,robe blue,0.4,blue cat skin,cool_1,1.2,headband red,6.6,15.5,0.02,ETH,58.9694
6646,8971,3458,sunglasses squad,9.1,tshirt pink,3.9,blue cat skin,wild_2,4.2,horns,88.4,105.6,12.0,ETH,35381.64
6647,8972,6412,angry cute,2.4,tshirt green,7.7,blue cat skin,cool_2,5.0,sunhat tan,41.8,51.9,0.0225,ETH,66.34057499999999
6648,8973,3803,unamused,2.0,baseball blue,38.9,blue cat skin,wild_1,1.9,afro black,57.5,100.3,0.035,ETH,103.19645
6649,8974,5317,unamused,2.0,tshirt red,5.1,blue cat skin,cool_2,5.0,afro black,57.5,64.7,0.0229,ETH,67.51996299999999
6650,8977,6061,stunned,2.8,tshirt yellow,4.4,blue cat skin,cool_2,5.0,afro brown,48.2,55.4,9.85,ETH,29042.4295
6651,8978,8849,grin,5.4,tanktop white,3.9,blue cat skin,cool_1,1.2,headband blue,4.2,14.7,9.9,ETH,29189.853
6652,8982,9426,sunglasses blue,3.2,tshirt pink,3.9,blue cat skin,cool_1,1.2,antlers,3.5,11.7,7.59,ETH,22378.8873
6653,8983,7229,happy cute,8.9,work blue,5.1,blue cat skin,cool_1,1.2,flower blue,9.5,24.7,1.64,ETH,4835.4908
6654,8984,9906,mummy,0.7,buttondown green,0.2,blue cat skin,cool_2,5.0,headband blue,4.2,5.1,5.45,ETH,16069.1615
6655,8985,6331,mummy,0.7,tanktop sailor blue,41.8,blue cat skin,wild_1,1.9,flower pink,8.4,52.8,6.67,ETH,19666.294899999997
6656,8987,7213,face face,9.1,robe red,5.1,blue cat skin,cool_1,1.2,flower blue,9.5,24.9,1.4,ETH,4127.857999999999
6657,8988,5926,mononoke,4.5,tshirt metal,41.1,blue cat skin,wild_1,1.9,flower blue,9.5,57.0,6.99,ETH,20609.8053
6658,8991,8760,beard brown,5.4,bandana purple,3.0,blue cat skin,cool_1,1.2,mohawk purple,5.6,15.1,4.0,ETH,11793.88
6659,8992,5090,uwu,5.0,buttondown tan,8.6,blue cat skin,cool_2,5.0,bucket hat white,54.8,68.4,6.303,WETH,18584.20641
6660,8993,4109,glossy,9.6,shirt bowtie,40.4,blue cat skin,wild_1,1.9,hat skull,43.2,95.0,15.853,WETH,46742.09490999999
6661,8994,7378,sunglasses cowboy,7.3,robe red,5.1,blue cat skin,cool_1,1.2,beret red,9.3,22.9,5.4669,WETH,16118.990643
6662,8995,1070,mummy,0.7,knight leather,81.2,blue cat skin,classy_2,9.4,helm bronze,107.2,198.5,1.8,WETH,5307.246
6663,8996,6484,angry cute,2.4,buttondown red flannel,43.4,blue cat skin,cool_2,5.0,mohawk purple,5.6,51.3,0.1869,ETH,551.069043
6664,8997,9658,stunned,2.8,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,bucket hat green,3.0,9.9,7.49,ETH,22084.0403
6665,8998,1242,face face,9.1,overalls yellow,60.0,blue cat skin,classy_1,6.2,helm silver,113.9,189.2,0.005,ETH,14.74235
6666,8999,1028,mononoke,4.5,monk,110.7,blue cat skin,exotic_1,16.0,knight red,69.0,200.2,0.35,ETH,1031.9644999999998
6667,9000,1336,sunglasses blue,3.2,knight,87.9,blue cat skin,classy_1,6.2,top hat,88.4,185.7,11.6,WETH,34202.25199999999
6668,9001,9281,angry,3.5,tanktop white,3.9,blue cat skin,cool_1,1.2,apple,4.0,12.6,6.25,ETH,18427.9375
6669,9002,3341,wink,7.7,tshirt red,5.1,blue cat skin,wild_1,1.9,knight blue,93.5,108.2,0.027,ETH,79.60869
6670,9003,2848,zombie,1.1,robe white,46.6,blue cat skin,wild_2,4.2,ninja red,74.0,125.8,0.2,ETH,589.694
6671,9004,6661,ditto,0.0,labcoat,38.2,blue cat skin,wild_1,1.9,beret red,9.3,49.4,5.9,ETH,17395.972999999998
6672,9005,7070,stunned,2.8,buttondown green,0.2,blue cat skin,cool_2,5.0,cowboy brown,36.9,39.9,0.08,ETH,235.8776
6673,9006,5594,sunglasses pixel,5.8,winter blue,46.6,blue cat skin,wild_1,1.9,headband red,6.6,60.8,6.7,ETH,19754.749
6674,9007,2803,happy,6.7,nurse,115.7,blue cat skin,wild_1,1.9,antlers,3.5,127.8,9.3,ETH,27420.771
6675,9008,8406,dizzy,4.8,work blue,5.1,blue cat skin,cool_1,1.2,mohawk purple,5.6,16.7,9.89,ETH,29160.3683
6676,9009,5697,sunglasses cowboy,7.3,robe white,46.6,blue cat skin,cool_2,5.0,mohawk purple,5.6,59.5,9.0,ETH,26536.23
6677,9011,6352,uwu,5.0,tshirt yellow,4.4,blue cat skin,cool_2,5.0,hat skull,43.2,52.6,7.35,ETH,21671.2545
6678,9013,8718,zombie,1.1,buttondown tan,8.6,blue cat skin,cool_2,5.0,mohawk purple,5.6,15.3,5.888,ETH,17360.59136
6679,9014,8596,zombie,1.1,work blue,5.1,blue cat skin,cool_2,5.0,wreath,9.5,15.8,9.99,ETH,29455.2153
6680,9016,7049,uwu,5.0,tshirt blue,32.5,blue cat skin,cool_2,5.0,apple,4.0,41.5,0.14,ETH,412.7858
6681,9017,7459,happy cute,8.9,tanktop white,3.9,blue cat skin,cool_1,1.2,piercings,8.1,22.1,12.69,ETH,37416.084299999995
6682,9018,6851,wink,7.7,overalls flannel,35.6,blue cat skin,cool_2,5.0,bucket hat tan,3.7,46.9,11.4,ETH,33612.558
6683,9020,9800,owo,3.5,work red,3.4,blue cat skin,cool_1,1.2,hat white,5.0,8.1,1.66,ETH,4894.4601999999995
6684,9021,8434,sunglasses cool,10.0,robe blue,0.4,blue cat skin,cool_1,1.2,hat visor yellow,5.0,16.6,1.86,ETH,5484.1542
6685,9024,2962,sunglasses squad,9.1,tshirt white,53.8,blue cat skin,wild_2,4.2,beanie black,54.8,121.9,7.3,WETH,21523.831
6686,9025,7274,beard tan,10.2,overalls blue,0.0,blue cat skin,cool_1,1.2,beanie orange,12.8,24.2,8.39,ETH,24737.6633
6687,9027,3921,zombie,1.1,knight,87.9,blue cat skin,wild_2,4.2,hat visor yellow,5.0,98.2,7.95,ETH,23440.336499999998
6688,9028,3602,face face,9.1,ninja red,37.6,blue cat skin,wild_1,1.9,bucket hat white,54.8,103.3,5.4,ETH,15921.738
6689,9029,1665,ninja blue,4.5,astro orange,115.7,blue cat skin,classy_1,6.2,beret pink,46.7,173.1,0.005,ETH,14.74235
6690,9030,5275,shocked,7.5,buttondown black flannel,3.0,blue cat skin,cool_2,5.0,helm army,54.8,65.2,5.0,ETH,14742.349999999999
6691,9031,9567,double face,3.8,tshirt pink,3.9,blue cat skin,cool_2,5.0,bucket hat green,3.0,10.7,0.48,ETH,1415.2656
6692,9032,8871,angry,3.5,tshirt yellow,4.4,blue cat skin,cool_1,1.2,candle,5.6,14.6,3.77,ETH,11115.731899999999
6693,9033,1557,sunglasses blue,3.2,knight,87.9,blue cat skin,classy_1,6.2,nurse,80.8,178.0,12.79,ETH,37710.9313
6694,9035,9592,ditto,0.0,tshirt red,5.1,blue cat skin,cool_2,5.0,flower red,5.4,10.5,0.03,ETH,88.4541
6695,9036,6835,happy,6.7,ninja blue,34.9,blue cat skin,cool_2,5.0,mohawk purple,5.6,47.2,0.03,ETH,88.4541
6696,9039,4581,smirk,6.3,shirt yellow,4.4,blue cat skin,cool_2,5.0,ninja red,74.0,84.7,9.369,ETH,27624.215429999997
6697,9048,1022,sunglasses squad,9.1,cowboy brown,123.9,blue cat skin,classy_2,9.4,mullet blonde,58.5,200.9,9.69,ETH,28570.674299999995
6698,9049,3925,ninja black,7.5,work blue,5.1,blue cat skin,wild_1,1.9,pirate black,83.7,98.2,7.345,ETH,21656.51215
6699,9050,6597,sunglasses pixel,5.8,ninja red,37.6,blue cat skin,wild_1,1.9,hat visor yellow,5.0,50.2,12.89,ETH,38005.7783
6700,9051,9084,glasses,4.8,tshirt pink,3.9,blue cat skin,cool_1,1.2,bucket hat tan,3.7,13.6,0.105,ETH,309.58934999999997
6701,9053,6330,uwu,5.0,baseball blue,38.9,blue cat skin,cool_2,5.0,arrowhead,8.8,52.8,0.3,ETH,884.5409999999999
6702,9056,1641,double face,3.8,hoodie black,42.6,blue cat skin,classy_2,9.4,crown black,118.8,174.6,2.5,ETH,7371.174999999999
6703,9057,2500,happy,6.7,astro,78.1,blue cat skin,wild_2,4.2,pirate red,49.8,138.7,0.3,ETH,884.5409999999999
6704,9058,3977,sunglasses heart,3.0,chain,48.3,blue cat skin,wild_2,4.2,sunhat tan,41.8,97.3,8.59,ETH,25327.3573
6705,9059,387,sunglasses cowboy,7.3,gown black,123.9,blue cat skin,exotic_1,16.0,costume gorilla,109.3,256.5,0.2,ETH,589.694
6706,9060,4629,three eyes,1.6,buttondown tan,8.6,blue cat skin,wild_2,4.2,ninja black,69.0,83.4,1.85,ETH,5454.6695
6707,9061,1981,angry cute,2.4,sweater green chain,86.2,blue cat skin,classy_1,6.2,cowboy black,66.7,161.4,9.8,ETH,28895.006
6708,9062,8914,rich,3.6,robe red,5.1,blue cat skin,cool_2,5.0,mohawk purple,5.6,14.4,0.03,ETH,88.4541
6709,9063,8202,pixel,5.6,shirt yellow,4.4,blue cat skin,cool_1,1.2,headband red,6.6,17.7,5.0,ETH,14742.349999999999
6710,9064,8327,hearts,4.2,hoodie purple,6.4,blue cat skin,cool_1,1.2,flower red,5.4,17.1,0.05,ETH,147.4235
6711,9065,3786,glasses funny,4.2,ninja red,37.6,blue cat skin,wild_2,4.2,bucket hat white,54.8,100.6,0.049,ETH,144.47503
6712,9066,8130,wink,7.7,robe blue,0.4,blue cat skin,cool_1,1.2,arrowhead,8.8,18.1,13.5,ETH,39804.344999999994
6713,9067,515,ninja blue,4.5,nurse,115.7,blue cat skin,classy_1,6.2,helm silver,113.9,240.3,1.3,ETH,3833.011
6714,9068,6169,ninja blue,4.5,work red,3.4,blue cat skin,wild_1,1.9,visor green,44.5,54.3,11.0,WETH,32433.17
6715,9069,5689,mononoke,4.5,robe white,46.6,blue cat skin,wild_1,1.9,headband red,6.6,59.6,8.1,ETH,23882.606999999996
6716,9073,7895,beard tan,10.2,overalls blue,0.0,blue cat skin,cool_1,1.2,beanie red,7.9,19.3,0.14,ETH,412.7858
6717,9074,7979,three eyes,1.6,shirt white,10.6,blue cat skin,cool_2,5.0,headband red,6.6,18.8,7.1153,ETH,20979.248591
6718,9076,720,tired,5.9,epaulette white,118.3,blue cat skin,classy_2,9.4,horns,88.4,222.1,0.8,ETH,2358.776
6719,9077,2721,owo,3.5,robe white,46.6,blue cat skin,wild_2,4.2,bow,76.6,130.8,8.2,ETH,24177.453999999998
6720,9078,2560,three eyes,1.6,shirt bowtie,40.4,blue cat skin,classy_1,6.2,top hat,88.4,136.5,0.099,ETH,291.89853
6721,9079,6799,angry,3.5,ninja blue,34.9,blue cat skin,cool_2,5.0,beret red,9.3,47.7,8.38,ETH,24708.1786
6722,9080,3608,unamused,2.0,tanktop sailor blue,41.8,blue cat skin,wild_1,1.9,mullet brown,57.5,103.3,6.9,ETH,20344.443
6723,9081,3129,angry cute,2.4,toga,41.8,blue cat skin,wild_2,4.2,cowboy black,66.7,115.1,1.68,ETH,4953.4295999999995
6724,9082,8913,hearts,4.2,work red,3.4,blue cat skin,cool_1,1.2,mohawk purple,5.6,14.4,0.53,ETH,1562.6891
6725,9084,8985,grin,5.4,work red,3.4,blue cat skin,cool_1,1.2,apple,4.0,14.1,10.5,ETH,30958.934999999998
6726,9085,4555,mononoke,4.5,buttondown green,0.2,blue cat skin,wild_2,4.2,prince,76.6,85.4,12.0,ETH,35381.64
6727,9086,7306,face face,9.1,bandana red,0.6,blue cat skin,cool_1,1.2,beanie orange,12.8,23.7,5.5,ETH,16216.585
6728,9087,7096,sunglasses squad,9.1,shirt white,10.6,blue cat skin,cool_2,5.0,beret red,9.3,29.1,2.5,ETH,7371.174999999999
6729,9088,983,mononoke,4.5,shirt bowtie,40.4,blue cat skin,classy_2,9.4,costume frog,148.5,202.8,20.0,WETH,58969.399999999994
6730,9089,5857,stunned,2.8,overalls blue,0.0,blue cat skin,cool_2,5.0,beanie black,54.8,57.6,0.9,ETH,2653.623
6731,9090,5511,ninja black,7.5,winter blue,46.6,blue cat skin,cool_2,5.0,beanie red,7.9,62.0,0.69,ETH,2034.4442999999997
6732,9091,3823,beard pirate,0.8,chain,48.3,blue cat skin,classy_1,6.2,visor green,44.5,99.8,0.08,ETH,235.8776
6733,9092,3968,ditto,0.0,tanktop sailor blue,41.8,blue cat skin,wild_2,4.2,hat visor blue,51.4,97.4,15.42,ETH,45465.4074
6734,9094,3270,pixel,5.6,buttondown red flannel,43.4,blue cat skin,wild_1,1.9,beanie blue,59.4,110.2,0.03,ETH,88.4541
6735,9095,3308,ninja red,5.8,winter blue,46.6,blue cat skin,wild_1,1.9,beanie black,54.8,109.0,0.1299,ETH,383.00625299999996
6736,9097,3575,ninja blue,4.5,cowboy black,84.5,blue cat skin,wild_1,1.9,beanie orange,12.8,103.6,0.65,ETH,1916.5055
6737,9098,7030,ninja black,7.5,ninja blue,34.9,blue cat skin,cool_2,5.0,hat white,5.0,42.4,0.64,ETH,1887.0208
6738,9099,5416,uwu,5.0,work red,3.4,blue cat skin,cool_2,5.0,beanie black,54.8,63.2,2.0,ETH,5896.94
6739,9103,6644,angry,3.5,tshirt metal,41.1,blue cat skin,cool_2,5.0,hat visor yellow,5.0,49.6,12.68,ETH,37386.599599999994
6740,9104,5328,sunglasses pixel,5.8,baseball red,47.4,blue cat skin,wild_1,1.9,flower blue,9.5,64.6,8.069,ETH,23791.20443
6741,9105,6110,angry cute,2.4,tanktop pink,5.9,blue cat skin,cool_2,5.0,beret pink,46.7,54.9,2.2,ETH,6486.634
6742,9106,5280,glasses funny,4.2,bandana green,4.4,blue cat skin,wild_1,1.9,beanie black,54.8,65.2,0.139,ETH,409.83733
6743,9108,3764,happy cute,8.9,toga,41.8,blue cat skin,wild_1,1.9,afro brown,48.2,100.8,7.4204,WETH,21878.826788
